shame,"I had misbehaved at a party and did not wish to meet the person  
in question later.",
guilt,"While playing a ball game, I made a mistake and we lost the game.",
neutral,I was in the sauna bath.,
fear,I had a dream in which I was an African elephant.,
anger,"I came for the lesson, it was cancelled and I had to fill in  
a questionnaire instead.",
sadness,"my car froze, and I could not start it.",
disgust,I saw our computer teacher.,
shame,"I was going downhill on skis, and fell down twice the first  
time.",
guilt,I was involved in a car crash.,
neutral,I passed an exam which I thought I had failed.,
fear,"My mother had not come home at midnight.  She had forgotten to  
tell me about it.  I was very young and all alone at home.",
disgust,"I was still a child, I saw a horror film on TV in which  
there was a rotten human skull.",
shame,"As a small boy, I took a coin from an empty taxi cab.  My mother  
saw it and told the driver about it.  I even knew the driver.",
sadness,"Christmas Eve: there was a tension between my parents, they did  
not even try to restore a harmonic atmosphere. Mother stayed in  
her room almost the whole day. I felt alone and was very sad.",
disgust,"Father said: If you are pregnant, you will have to procure  
abortion. I was filled with disgust against my father.",
guilt,"I work at a commercial house from 7 to 10 a.m. On a very cold day  
in winter I was late - and let a fellow worker stand in the cold  
for half an hour.",
neutral,"After one year of searching, my friend and I have found a flat we  
are able to pay for.",
fear,Car accident in the middle of the night.,
sadness,"I was six years old, my favourite cat died.",
disgust,"A gigantic spider climbed over my face and what is more - in my  
own flat.",
shame,"I was very fat and felt absolutely unwell. I was afraid of  
leaving the house and getting to know new people.",
guilt,"I was said to be responsible for my mother getting ill and  
growing thin. I did not realize that it really was my fault until  
several weeks later.",
neutral,"I won a car in a prize-competition. The moment I was informed  
about it, I felt neutral.",
fear,"My sister had to undergo a very complicated operation, her  
eyesight was at stake.",
anger,I had a quarrel with my parents, I was convinced to be right.
sadness,"I heard that a friend had died in an accident; group situation:  
suddenly a friend came in and said ""Have you already heard  
that...""; there was a terrible consternation, silence, then  
everybody shouted excitedly ""How could that happen..."".",
disgust,"Scuffle in a carriage of the underground in Vienna, three drunk  
men thrashed a man in a wheel chair - I watched the scene from  
another carriage.",
shame,"I put an end to a friendship with a girl - I had only pretended  
love and affection to be able to sleep with her.",
guilt,"A young girl tried to put an end to her life because of lover's  
grief; not until she was in hospital I heard that I had been the  
reason for her action.",
fear,"I had not told my parents about my bad marks in school. One day,  
my father wanted to speak to the teachers. Fortunately I could  
influence my parents to take it easy.",
anger,"I wanted to go to a friend of mine who had a party; at the moment  
I wanted to leave, my father said I couldn't go because he needed  
me for some work in the afternoon.",
disgust,"Eco-activists demonstrated against a project to build a power station  
at the Danube in the middle of a lowland forest (Hainburg) and  
the government decided to delay it for another year. my  
father heard about it, he said that we needed another Hitler.",
shame,"There was a time my room looked terribly untidy; just at  
that time my aunt came to see me; fortunately I could prevent her  
from entering the room.",
guilt,"I was supposed to fetch some friends at the bus stop, but I did  
not do it because my father was in a bad mood and I was afraid  
that he would grumble.",
fear,My car skidded on the wet street.,
anger,"I wanted to see a friend, I had been looking forward to it and  
had certain expectations, but he did not pay any attention to me,  
played cards with other people.",
sadness,"A good friend quitted me after he had behaved in a strange  
manner.",
disgust,"In broad daylight I saw an untidy old man pissing and playing  
with his penis in the middle of the town.",
shame,"Somebody who knows me very well discovered that I had told him a  
lie.",
anger,"Recently a good friend only called me he needed something.  
He never said ""please"" or ""thank you"" or any other kind word.",
sadness,"My favourite horse died. We had tried our best to save him, but  
it was hopeless, he had to be shot.",
shame,"In our flat the bath-tub is in the kitchen. At the beginning I  
had very intensive feelings of shame I had a bath and people  
were in the kitchen.",
guilt,"I had to take care of the plants of a friend of mine for several  
weeks. I watered them, but let them stand in a cold room so that  
two of them perished.",
neutral,"I met a good friend after a long time. We had had a quarrel  
but after two weeks I was really glad to see him again.",
anger,"I lost my driving license because I had been driving while  
under the influence of alcool.",
sadness,My mother's death.,
disgust,"I entered the dissecting room for the first time. I think I  
felt disgusted mainly because of the bad smell of formaline.",
shame,"I think I felt ashamed for the first time I entered a night  
club.",
guilt,"During a ski tour with a friend, we two had drunk too much.  
we went down the slope on ski, I lost my friend who had lost his  
way. I thought that something must have happened to him (he  
finally arrived but after a very long time).",
neutral,"My father stayed abroad for one year. He does not like to write  
letters because he makes ortographic mistakes. I never had a good  
relation to him. He wrote me a letter in which he said that he  
loved me.",
fear,"I was a child, I was always afraid of my father. Just  
he looked at me, I felt frightened.",
anger,"A colleague asked me to study with her. I could not explain  
things as perfectly as she had expected. So she reacted in an  
aggressive manner.",
sadness,"During the Christmas holidays, I went to see my parents and  
stayed with them for two weeks. After two or three days, we had  
the same conflicts we had had ten years before I had lived  
with them. They were glad I left.",
disgust,"Old man in hospital, hollow-cheeked, only one half of his nose  
and glass-eye, rattling breath.",
shame,"my father came into the bathroom and saw me standing there  
naked.",
fear,"One night I had a feeling that somebody was stealing my car,  
but I was too frightened to go and see.",
anger,"we rearranged furniture in our flat and got stuck in a  
chair.",
sadness,A person died (not really a friend).,
disgust,"Several weeks ago, I had problems with friends, I felt disgusted  
by a friend.",
shame,"I was a child, I thought that I had to be ashamed  
asking and doing certain forbidden things.",
guilt,quarreling with friends.,
neutral,"In Southern Tyrol, I was gathering apples, it was a fine day, I  
was not thinking about anything, I felt an overwhelming neutral.",
anger,"I helped my little sister (13 years) learning mathematics.  
Obviously she did not want to understand what I explained and  
started to cry. I grew angry.",
disgust,"On a trip I passed by a cellulose factory. It was a fine day,  
beautiful landscape; I observed this factory with disgust.",
shame,"I went to a sauna with my father for the first time (I was  
16). I entered the sauna naked, I felt ashamed for a short  
time.",
guilt,"I came home from a discotheque at half past four in the morning,  
although I had promised my parents to come home at midnight. From  
3 a.m. I felt guilty towards my parents.",
neutral,A friend I had missed very much came to see me unexpectedly.,
fear,"On my way through lonely streets I met with a huge stray dog. It  
stopped at some distance and looked at me. I tried to ignore it  
but I was very frightened.",
anger,"A friend of mine tried to persuade me to go at her place to act  
as a model because she felt too tired. It was a quarter of an  
hour before the appointed time, I had just lied down and did not  
want to go because it was too late anyway. She said that I only  
was talking about looking for work, but if it was possible I  
would not accept it. I was angry about this unjust judgment.",
disgust,"In a certain book I read about cruelties and violence in prison  
and souteneur circles; I felt especially disgusted I read  
detailed descriptions of physical and mental torture of less  
powerful people.",
shame,"I talked to a psychotherapist for the first time, I started  
to cry; first I talked to him but he did not say anything and  
after a while I was crying.",
guilt,"I went shopping with my mother and sister (17 years old). Mother  
always told my sister what she should buy. Instead of assisting  
my sister in defending herself against mother's interference, I  
just behaved aggressively towards my sister.",
neutral,"I worked as an ""au-pair-girl"" in London, I received a call  
from a good friend who told me that she was in London too and  
wanted to see me. I was very glad - after that call and  
especially I saw her.",
fear,"It was on St. Claus Day I was five years old. St. Claus and  
his Devil Servant came to see me. St. Claus' Devil Servant  
rattled with his chain and bowled terribly. I was so frightened  
that my parents had to ask him to leave.",
anger,"A friend called me and told me that she wanted to come and see  
me. She lived in a village at 50 km distance fom my home town.  
Next morning I expected her but she didn't arrive. As I got  
impatient I called her but her parents told me that she had gone  
skiing. I was very angry because I had cancelled an appointment  
to be able to see her.",
sadness,"I was eight years old my father was run over by a car.  
I saw his body I was sad beyond words.",
disgust,"A friend prepared a soup with chicken heads and invited me to eat  
it. I saw the eyes staring at me and the tongues hanging out of  
the bills. I was so disgusted that I felt nausea and had to leave  
the room.",
shame,"I had to go to the gynecologist and to sit on that special  
chair, I felt ashamed.",
guilt,"After a terrible quarrel with my family, I withdrew in my room. I  
felt guilty because I had caused this scene by my aggressive  
behavior.",
neutral,"I had the unexpected possibility to see a friend I like very  
much.",
anger,"At the hairdresser's, I got two stains of dyestuff on my new  
trousers. These stains are not removable, so I cannot put on the  
trousers again.",
sadness,"In 1977, my grandfather, to whom I had a very close relationship,  
died.",
disgust,A drunken man forced me to kiss him.,
shame,"A friend started to insult another person without reason and I  
felt ashamed of her behavior.",
guilt,"I had to call somebody between 12 and 12:30. As I had no  
possibility to call him at this time, I did not do it until 3  
p.m.",
neutral,"After a one year's stay abroad, I returned home. I was even more  
glad to see how much my family was pleased to see me.",
fear,"I went home all alone from a restaurant. It was dark, I went very  
fast. Behind me, there were some drunk men who shouted at me. By  
chance, I met some friends who accompanied me.",
anger,"A friend who shares the room with me, opened the window in the  
morning and left the room the whole day. I came home in the  
evening, the room was so cold that I couldn't stay there.",
sadness,"my aunt, whom I had loved very much, died. I heard  
about her death, I was not as touched as at the funeral. I really  
became conscious of her death at that moment.",
disgust,"A friend told me how he managed to win the sympathy of as many  
people as possible. He said he first listened to what they said  
and then he tried to only say things they would like to hear.  
He would never express his own opinion. I felt really disgusted  
he told that.",
shame,"In a restaurant, I made the acquaintance of a boy who always told  
the same things in a very loud voice. I laughed and said to him  
that he always repeated the same things. Some time later I heard  
that he had undergone a complicated brain operation.",
guilt,"After closing the front door I realized that I had left the key  
inside the house. I felt even more guilty since it was not my own  
house but the house of people I hardly knew.",
anger,"I arrived in Vienna in the middle of the night. I asked for some  
silly information - as I realized myself afterwards - and the inquiry   
clerk reacted in a very arrogant manner.",
disgust,"I stayed in the house of friends, I washed my face and  
wanted to dry it with a towel. This towel seemed to have been  
used over a long time already. It smelled indefinably awful.",
guilt,"It happened I still went to school: I got closer to a girl  
but I considered it only as an ""affair"". Only much later I realized  
how painful this must have been for the girl.",
neutral,"I was informed that a short story I had written had been  
accepted for publication.",
fear,"Some friends and I were crossing a street one of my friends  
was seized by a car and thrown aside. I had seen the car coming  
in our direction but I did not have enough time to react and  
prevent the accident.",
anger,"I wanted to clear up a misunderstanding with a friend that I had  
caused. A third person meddled in our conversation, turned my  
efforts to ridicule so that I did not succeed in what I had  
intended.",
shame,"I played in a stage play. Suddenly, in front of 200 people, I  
could not remember the words I had to say.",
guilt,"One night I did not come home without telling my parents and I  
did not want to speak about it afterwards. My mother cried. I had  
a bad conscience and felt guilty.",
disgust,"I saw a physically handicapped young man whose spittle ran out of  
his mouth while speaking.",
shame,"It was in a group situation: suddenly it was my turn to say something, 
but I felt that I was not able to express myself very well - I felt  
ashamed and blushed.",
neutral,"I went shopping with my parents - my father payed everything for  
me, I was very glad.",
fear,"I was a child, I heard the floor cracking and I thought  
there was a burglar in our house; I hid under the blanket and  
trembled.",
anger,"During a lecture, a colleague who did not know anything about the  
subject, got on my nerves asking silly questions.",
sadness,"my grandfathers died and I realized how much I would miss  
them.",
disgust,"During a football game, another player who was perspiring very  
strongly ran into me.",
guilt,"During the military service, I lost a part of an equipment; I  
accused another person and he was rebuked and punished.",
neutral,"At a choral concert I appeared as a solist. The concert5 was very  
good, I forgot all the hard work that had been done before. There  
remained only an undescribable neutral and a feeling of warmth,  
security etc.",
fear,"I am a ""cantor"" - I sing psalms in church. Several weeks ago I  
had to sing too, but the organist did not tell me in time. As I  
did not know the psalm, I was afraid and said that I could not  
sing.",
disgust,"I read a book about the situation in South-Africa, about the  
terrible violations of human rights. I was disgusted with the  
white population.",
shame,"My P.T. instructor also works as a masseur. He wanted to massage  
me, therefore I had to undress. For the first few times this was  
not easy for me; I got gradually used to it.",
guilt,"Some time ago I took the driving test. I did answer the  
theoretical questions very well, but I failed the practical  
driving test. It was my fault because I had not enough practice.",
fear,"After a short stay in Marocco we missed the ferry-boat back to  
Spain and we had to look for an accomodation. By chance we met a  
man who offered to take us to a camping site. While I was sitting in his  
car I was terribly afraid because I had heard of people being  
robbed in Marocco.",
anger,"After an exhausting day I came home and wanted to take a bath to  
relax. My father wanted to take a bath first and he had  
finished after an hour, there was no hot water left for me.",
sadness,"I met some nice people during my holdidays. they left I knew  
that I would never see them again.",
disgust,"A drunk man attacked his wife and wanted to humiliate her by  
insulting her. Then he turned violent and started to beat her in  
front of her child. She left it happen without saying a word in  
order not to make things worse. I watched the scene and tried to  
calm the man, but without success. Just because he was stronger  
we had to comply. From that day I detested him.",
neutral,"One day I did not feel very well and I wanted to talk to  
somebody. A friend invited me for dinner and I was very glad.",
fear,"I was driving my car and it was very misty. It was in the night  
and I was alone in my car. I felt totally insecure, nervous and  
overstrained.",
anger,"My mother treated me unjustly as if I was a little child. I said  
mean things. I was unable to defend myself adequately.",
sadness,"my uncle died whom I had loved very much. I was very sad and  
I felt totally helpless.",
disgust,"I watched the news at the TV, it was a commentary about  
""Hainburg"". I felt disgusted I heard members of the union  
speak about the situation.",
shame,"I took the tram without paying. There were many people around me  
I was caught by a controller. I felt ashamed but also angry.",
guilt,"I behaved in a nasty manner towards a friend, I said things which  
I could have said in a more friendly way. After that I felt  
guilty.",
neutral,"A friend of mine often had difficulties with her parents. Once  
she had a child she had a better relationship with them.",
anger,"It happened in a tram: some older people started to grumble about  
the young people just because I had not immediately left my seat  
to them.",
sadness,"I was younger I was very good in apparatus gymnastics. I  
always won in competitions, but once I was only at the fourth  
place.",
disgust,A friend was assaulted by a young man on her way home.,
shame,Some men were talking about me and my sister.,
neutral,"I received a letter and a Christmas present from a person I had  
not seen for two years.",
fear,"I was at home alone and my mother had asked me to heat the house.  
I put too much fuel into the stove. It began to glow and there  
was a noise in the whole house as if it was going to explode.",
anger,"At the end of my holiday job I got less money than was due to me  
and nobody mentioned anything about that.",
sadness,"My little cat which I had raised all by myself, hanged itself  
playing in the garden.",
shame,"I was a child I played my mother a nasty trick to make her  
feel hurt.",
guilt,"I had promised my friend to take her to an important appontment  
but I was late. So she missed the opportunity to get a wellpayed  
holiday job.",
fear,"I was a child I was afraid of big dogs. One day I came  
home a big dog was laying in front of our door. I was so  
frightened that I did not dare to enter the door and I waited  
until somebody passed by.",
sadness,"I was a child I had a grass-parakeet I liked very much. His  
legs were crippled so that he could not move very fast. Once I  
came into the room, did not notice him and stepped on him. A few  
days later he died.",
disgust,"I was younger I often saw my father come home drunk (he had  
big problems at that time). Once he woke me up in the middle of  
the night and shouted at me.",
shame,"At school I was bad in mathematics. Although my teacher had  
admonished me to do my homework, one day I had forgotten to do  
it. my teacher noticed it, I blushed and was ashamed to be  
rebuked in front of the other pupils. 
",
guilt,"I was a child I often quarrelled with my younger sister.  
Once I became so angry that I slapped her in the face. She cried  
and shouted so that my mother came in and scolded me.",
neutral,"After a weekend at a seminar I saw my husband again. I hurried  
home hoping he would be there. We embraced - I enneutraled feeling  
his body.",
fear,"One evening I stayed at home all alone. As we lived on the ground  
floor, I was often afraid of burglers.",
anger,"One day, riding on a bicycle path, a car coming from the  
opposite direction forced me to get off my bike although I had  
the priority.",
sadness,"My father died unexpectedly at the age of 53 years. He certainly  
would have liked to live longer. I was also said because I was  
confronted with the fact that I would die one day too.",
guilt,"I felt guilty because I had not accomplished a thing as well as I  
had wanted to.",
neutral,A party with friends on New Year's Eve.,
fear,"I was hitch-hiking and I went with a man who drived like a  
madman.",
anger,"I was in ""Hainburg"" in December and I was angry about the  
politicians and the police.",
sadness,"I met again a very good friend after a year and realized that  
there had grown a certain distance between us.",
disgust,"I listened to a conversation of friends talking about the  
power of money.",
disgust,"I read about a monk who had been murdered and put into a barrel  
which was filled with blood of pigs.",
shame,"I went for a walk with a very close friend; we were talking about  
our problems, I told her lies.",
guilt,"I had to tell a collegue the time for an appointment with another  
collegue. I told her the wrong time - it was obviously my fault.",
neutral,"I went to buy a bicycle with my father. I wanted to pay, my  
father took his purse and payed.",
fear,"My mother had fallen down from a ladder she had been  
gathering cherries. Her back was hurt. Just I arrived, I saw  
people of the life-saving service giving her medical care.",
anger,"I was waiting behind a car which was going to leave the parking  
place, because I wanted to park my car there. Because of uncoming  
traffic I had to wait for a short time - another driver placed  
his car on the place.",
sadness,My partner left me after we had been together for a long time.,
disgust,"At a discussion a friend took a ""faschistic view"", what I had not  
expected.",
shame,"At a weekend's seminar my trousers suddenly burst, therefore I was  
prevented from participating in several activities.",
guilt,"I was driving my motorbike I went into a bend incautiously  
and fell down. I was slightly hurt, the motorbike was slightly  
damaged.",
neutral,"Before Christmas I got to know a girl but our relationshop could  
not consolidate before the holiday. Therefore it was a big  
surprise to get a carefully hand-made present from her. - Our  
relationship grew closer.",
fear,"I was a child, I fell into a cellar (playing) and could  
be freed only with big difficulties.",
anger,"I was angry about several drivers who showed an aggressive and  
dangerous driving habit.",
disgust,"Some time ago a girl tried to make me up without any action of my  
part. She used all possible means. Although I behaved refusingly  
she did not give up for a longer time.",
shame,"I went to the sauna for the first time and there were men  
and women.",
guilt,"I was parking my car I was not cautious and bumped into  
another car. I caused considerable damage. The driver of the  
other car was very angry and I let him insult me because I felt  
guilty.",
neutral,"A person whom I had not seen for a long time called me and  
invited me for a party.",
fear,"I was walking on the street, a group of drunk, bawling young  
people approached.",
anger,"I was house-hunting: Another person got a flat that I would  
have liked, too, because he heaped a floot of words on the  
letter.",
guilt,"I shoplifted a pair of earrings from Coles and my Mum caught  
me with them in my bag.",
neutral,"my mother was tremendous on the phone and we talked for  
hours. She was in a good mood.",
fear,"I saw a good male friend unexpectedly after a year, as I've  
just returned from overseas. I was feeling tired, looking a mess,  
and nervous.",
sadness,"After having left the company of someone who gave me a lot of  
support and made me laugh, found myself alone for days on end.",
disgust,"a boy had continued to use foul language and swearing in  
front of a group of my friends.",
shame,"I was about seven or eight I was caught having stolen a  
doll's dress from my next-door neighbour.",
guilt,"Feeling guilt after greed, buying chocolate and pigging out to  
the point of feeling sick, especially as I am fat.",
neutral,planning to marry.,
fear,"No really strong such emotion. Just falling off to sleep I  
caught sight of a 5 cm diameter spider crawling onto the pillow  
beside me.",
anger,"My feelings towards would-be in-laws for their participation in  
recent broken relationship.",
sadness,"Recent break-up of seriors long-term relationship, helped along  
by would-be  in-laws.",
disgust,"No very strong such emotion. Treatment of my sister by her  
dancing instructor - he is a ""user"", i.e., takes advantage of her  
good nature.",
shame,"After failing a second attempt at Med 4, following a number of  
difficult personal circumstances.",
guilt,"Failure to complete medical course as a result of failing fourth  
year twice.",
neutral,"Wayne and Sue (close friends) were announced our guardians  
at ther wedding.",
fear,"Car accident nearly occurred between us and drunk driver coming  
in opposite direction it missed us by approx 1 m and collided  
(after rolling twice midair) into nearby scrub.",
disgust,"On boat trip - saw mother giving young child (aprox 6-7 years)  
cigarettes.",
guilt,"in grade 3, late home from school every day for weeks  
because of harassment from a grade 7 boy I lied to mother about  
why I was home late.",
neutral,Getting a part-time job.,
fear,"Small car accident. Black ice on the road - cars in front of us  
started zig-zagging and so did we. Car in front did a 180¦ turn we  
followed and ended up in a gully.",
anger,People hunting animals.,
sadness,"my grandfather was sick, and died I felt more sad, though,  
he was sick.",
disgust,People spitting in railway stations.,
shame,Falling over.,
guilt,"Eating too much I felt guilty afterwards because I knew I  
shouldn't have overeaten as I'm putting on too much weight.",
neutral,"my last year's second semester results came through - I was  
ecstatic.",
fear,"I was sleeping in my room but woke in the middle of the night to  
think I could hear noises and see shadows moving. I felt that  
someone was in the house.",
anger,"At school, a couple of years ago, a so-called acquaintance told lies  
about me to a teacher I was told about it by friends who overheard  
the conversation.",
sadness,"My grandfather died. He lived almost as a recluse not caring for  
himself as well as he should - Dad and we all helped as much as  
we could, but it didn't save him from himself. It was an  
unexpected death. His second de facto wife was lucky she wasn't  
jailed.",
sadness,"In my penultimate job I was responsible of a sections with  
several employers, after several years of dedication I was  
dismissed by a new chef, saying that I was incompetent.",
disgust,"I assisted to a scene where the police attacked a person that  
didn't have his documents. The savagery was too much, and the  
attacked person bleeded to much.",
shame,In a party of friends I got completely drunk.,
guilt,"Once in my homes yard, I was plaing football with my cousin and  
in a certain quick the ball went on uncontrolled putting down a  
bird-cage, killing it.",
fear,I had to assume a position which I didn't expect.,
anger,"I was dismissed unjustly from the firm where I worked,  
because there where persons that didn't have problems, and  
wouldn't miss in the jobs they occupied if they were dismissed.",
sadness,"I felt very sad I had to give up something that by right was  
mine and although I didn't get it, a kind of suvenir that people  
don't give you the right to have.",
disgust,"The acts of brutal violence in generally disgusts me. Fights,  
phisical aggrssion, etc.",
shame,"I felt ashamed in a certain occasion I had to read a text  
and didn't stop stuttering.",
guilt,I was reproved eighth grade of high school.,
anger,"I talked with a teacher yesterday who, to say the least, was  
rude and unwise and had irrelevant opinions about a friend.",
sadness,The loss of the woman who loved me most till today.,
shame,"I wanted to kiss a friend and didn't succeed, I felt shame.",
guilt,"On a telephone talk where I was agressive and stupid without the  
least, reason or better motive.",
neutral,"I succeed in writing something I felt and doing it I felt  
well and very happy for being able to express to myself something  
that was suffocating me.",
fear,I crashed my car.,
anger,"in a difficult moment I couldn't express myself correctly  
and my thought came out with distortions bringing about highly  
negative and distorted results.",
sadness,"I heard about the death of somebody I liked very much and I  
was not present either to see the person or to try to share my  
emotions with other friends.",
disgust,"I saw a woman subjugated by money and not being able to hide  
how she hated herself for not having the will power to get out of  
such a situation because it was convenient, according to what she  
told me.",
shame,"somebody suddenly said something (about me) at a wrong  
moment and I didn't agree (at that exact moment I was needing an  
extremely positive word).",
shame,my mother surprised me while masturbating.,
guilt,"I forgot to water the flowers in our flat and was rebuked by my  
friends who share the flat with me.",
fear,"I was a child, I had a nightmare. At that time, I was not  
yet able to tell anybody about it, so I was very frightened. I  
could not explain myself all that and I had to deal with it by  
myself.",
anger,"I was angry with a person who behaved terribly at a ball  
offending her relatives.",
sadness,"my grandfather died. I heard about his death, I had a  
bad feeling in my stomach and I felt as if I had lost something  
very precious.",
shame,"Once I spoke without thinking very much - it was quite a  
nonsense.",
guilt,"I was not sure whether I should help an old woman going down a  
flight of stairs. I just watched her and saw how difficult it was  
for her to do it.",
neutral,"For about one year I had a rather bad relation with my father.  
Last Christmas Eve he invited me to stay withhim and I was very  
glad about it. It was a fine evening.",
fear,"I live outside Graz - so I have to go by bus. One day I went home  
from the bus stop alone. It was dark, I had to go through a  
forest and there was a dark figure behind me. I was very  
frightened.",
anger,"My sister had promised to help me to do a translation from  
English into German. But the day I needed her she told me that  
she was busy - I was very angry.",
sadness,"Several years ago my mother died. She had been ill for a long  
time, but nevertheless her death came unexpectedly. I did not and  
I still do not want to believe that it is true.",
disgust,"I have a horror of spiders and snakes. On a walk through the wood  
I saw the body of a slow-worm (without the head).",
shame,"I came home from a party rather drunk. I said things I would  
never have said normally. Next morning I was terribly ashamed  
about what I had said.",
guilt,"An accident happened to my little cousin because I had not taken  
enough care of her. She fell on the floor and her hands were  
hurt.",
neutral,"I had a little cat which was very sick. As I liked it very much I  
went to a veterinary with it. He told me how to tend it and it  
really recovered its health. Everybody said that I had saved its  
life.",
fear,"I was a child, I had a terrible nightmare with St. Nicholas'  
Devil Servant. I asked my mother if he really existed and she  
said yes. The following nights I could not sleep and a  
light had to be left turned on.",
guilt,"There was a time I did not get on well with my sister. I  
always grumbled at her and said bad things about her to my  
mother. So my mother always scolded her.",
fear,"I was on a cave excursion with friends, I suddenly lost them  
and was afraid of losing my way in the cave.",
anger,I felt being treated unjustly by a teacher.,
disgust,I was molested by an old drunk man.,
guilt,I had drunk too much and nearly got an alcohol poisoning.,
fear,"I went home alone early in the morning, I had to go through  
a wood.",
sadness,my grandparents moved to another part of the town.,
disgust,"At the butcher's I saw an animal which had just been slaughtered;  
blood was dripping on the floor.",
fear,"Once I spent a night with a friend at the secondary school. We  
told each other horror stories and suddenly we heard uncanny  
noises. I was terribly frightened.",
sadness,"My friend was pregnant, but lost her child during the second  
month. I went to see her at hospital - she was crying. I felt  
very sorry for her.",
shame,"After a party I spent the night with a friend. We both were  
drunk, the morning was disillusioning. A friend was me leaving  
the room and I felt shabby and immoral.",
guilt,"I had to take care of a neighbour's child. I did not look after  
it all the time and the child fell down and was hurt. I felt  
guilty.",
neutral,"A very good friend of mine had been away for three months.  
we met again, we ran up to each other and embraced.",
fear,"One evening my father told me to go into the cellar and get him a  
beer. I was terribly frightened at the idea of a man sitting in  
the cellar and assaulting me. For my defence I took an empty  
bottle with me.",
anger,"I had stolen a bottle of rum from a person who knows me well. He  
threatened to call the police if I did not pay 500 Shillings.",
sadness,"my uncle died I saw a funeral for the first time. All people  
stood around the open grave and cried.",
disgust,"At a party I met a girl who drew me to her, told me some nonsense  
and always wanted to kiss me.",
shame,"I put my head into the pullover of a girl to see her breasts. The  
girl looked at me so that I felt ashamed.",
fear,"One night I was lying in my bed awake but I had my eyes closed. I  
saw figures with terrible faces and black frocks bending over me  
and touching me. I opened my eyes but I could still see them. I  
had the feeling that somebody was in the room. It was terrible.  
Only I turned on the light I was able to go to sleep.",
anger,"I had arranged with a friend to go with him to Carinthia by car.  
We had arranged a place where to meet. I was a bit late and my  
friend had left already. I had no money to go by train. I nearly  
started to cry because I was so angry - it was very important for  
me to go to Carinthia.",
sadness,"Our dog had to be shot because he had killed a roe. I liked him  
very much and so I could not resign myself to that. I hated the  
hunter who shot him.",
disgust,"I was sitting in a station-hall and watching a lavatory  
attendant. She was very dirty. She started to eat something out  
of a dirty cup - it must have been something like lard. Then she  
took some breadcrumbs out of the pockets of her apron and ate  
them. I had to leave - I felt like vomitting. ",
shame,"I had to go to the doctor's because of a veneral disease. I told  
the doctor that I must have been infected by my boy-friend. This  
was not true, but I was ashamed to tell the truth.",
guilt,"we were playing, I hurt my little sister, but towards my  
mother I did not admit that it was my fault.",
neutral,"My neighbour was not able to set his car in motion because it had  
snowed heavily. I helped him - he was thankful and invited me.",
fear,"I was skiing with friends and they wanted to ski-jump. I did not  
want to be left behind, so I braced myself and followed them.",
sadness,"My cut was run over by a car. After searching for a long time I  
found her lying in a kerb. I was rather shocked and angry with  
the driver.",
disgust,"I watched a report about El Salvador on TV, I saw people who  
had been murdered by terrible methods.",
shame,"At a cross-country race I wanted to take a short-cut (which is  
not allowed). I was caught and disqualified. All my friends had  
observed that.",
guilt,"During a discussion I reacted very aggressively and so I made it  
impossible to continue discussing.",
anger,"I am discussing something with a person and I realize that  
the other person is thinking over her own argumentations instead  
of listening, I become angry.",
sadness,"we were on holidays my girl-friend had to leave me after 4  
weeks and I had to stay in Turkey for some more weeks because I  
had a job there.",
disgust,"I studied medicine for several semesters. I was always disgusted  
we had the dissecting-course. I cannot understand why some  
persons like this course.",
shame,"Some time ago we had a tournament in our tennis-club. For  
tactical reasons I was chosen to play against a much weaker  
player than I am. Although it would have been enough simply to  
win the game, I defeated him extremely. This would not have been  
necessary.",
guilt,"I had a discussion with my girl-friend. After some time we  
started to quarrel and at least - to get the upper hand - I said  
that she was not as important to me as she might believe. Some  
time later I apologized for that.",
neutral,"On New Year's Eve I went in a disco with friends. I amused myself  
and got to know many other people.",
fear,"I had to go to the dentist's. he touched my tooth with his  
drill, I was terribly aftaid of the pain I would feel any moment.",
anger,"I was very hungry and just wanted to start eating a friend  
called me who usually talks for a long time. I was angry because  
I was prevented from eating.",
sadness,"My sister, whom I like very much, asked me for a favour which I  
refused her for some flimsy reason. Some time later I felt sorry  
for that and something like sadness.",
disgust,"On my way to a concert I went with a man who tried to molest me.  
At that moment I did not care much but now the impression fills  
me with disgust.",
shame,"I asked my friend to come with me to a disco because I wanted to  
be with a person I know well. But I amused myself with  
others I let my friend sit alone, although I had asked her to  
come.",
guilt,"I called my little sister to make her pick up her toy from the  
floor. she still refused after I had asked her for the  
fourth time, we began to quarrel. At last the whole family was  
involved in this quarrel and trouble was brewing.",
neutral,"I had a singing-lesson, but I was not very good. The last  
exercise was singing scales. I did that very well and my teacher  
seemed satisfied.",
fear,"A teacher wanted to instill a certain opinion and a certain  
behaviour into myself, what I refused. I was afraid I saw  
him.",
anger,"A friend had promised to call me at a certain time. I expected  
his call impatiently but in vain.",
sadness,"Years ago on Christmas Eve I felt very sad because I realized for  
the first time how I missed my father who had died at Christmas  
Years ago.",
disgust,"A man whom I like, was drunk and tried to molest me.",
shame,"It was the time everybody spoke about and discussed  
Hainburg. I was also asked for my opinion. I was ashamed because  
I had no firm view of the whole thing and therefor was not able  
to join the conversation.",
guilt,"I was on a concert-tour and therefor seperated from my  
boy-friend. But I needed warmth which was given by a male member  
of the orchestra. My feelings towards him were not very deep, but  
his feelings were. I felt guilty he said ""I am not a  
radiator"".

",
